1,2,0.04723191539297479
1,3,0.0
1,4,0.07572206633577229
1,5,0.0
1,6,0.06310523356344143
1,7,0.0
1,8,0.01773125618646717
1,9,0.038863684598440584
1,10,0.04963380499813136
1,11,0.05805005798774983
1,12,0.09588147680206346
1,13,0.06657165342518491
1,14,0.012016032002319304
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.02131231487368882
1,19,0.012238825862544657
1,20,0.11789946650372718
1,21,0.0
1,22,0.0636287729381684
1,23,0.0
1,24,0.03194811230717314
1,25,0.03731060370138188
1,26,0.031073940558903106
1,27,0.05641905843751553
1,28,0.02995603292070132
1,29,0.053857532911570624
1,30,0.0
1,31,0.01090558278970366
1,32,0.11549057731681425
1,33,0.07442866039031512
1,34,0.010254581387423158
1,35,0.050503136614595996
1,36,0.06401611295330747
1,37,0.09984428975287146
1,38,0.06709533321396306
1,39,0.05925192461135082
1,40,0.0
1,41,0.0
1,42,0.04525077509167123
1,43,0.054625744607942124
1,44,0.0
1,45,0.05673805789155059
1,46,0.0737713321761996
1,47,0.0
1,48,0.010520952248479928
1,49,0.0
1,50,0.08146383241626652
1,51,0.01844037146335823
1,52,0.056173145586242534
1,53,0.12930685678116743
1,54,0.0
1,55,0.0
1,56,0.09934171411129814
1,57,0.06880564701610276
1,58,0.0
1,59,0.01199493375507892
1,60,0.0
1,61,0.03528764874745556
1,62,0.0
1,63,0.0
1,64,0.0
1,65,0.03596879999314696
1,66,0.014935205971492248
1,67,0.0
1,68,0.19946175169838107
1,69,0.09457459650505415
1,70,0.03526491726596684
1,71,0.0
1,72,0.007997363050977936
1,73,0.0
1,74,0.0
1,75,0.07178555013567438
1,76,0.11034782040511261
1,77,0.0
1,78,0.0
1,79,0.023094435267867787
1,80,0.05315839834222199
1,81,0.07716127342385726
1,82,0.0371430585600862
1,83,0.10738134741688429
1,84,0.0
1,85,0.0
1,86,0.09142933815045558
1,87,0.44770991086785816
1,88,0.13924471866929883
1,89,0.0334486892243894
1,90,0.0
1,91,0.006328551727993207
1,92,0.09464576654787998
1,93,0.03574304142709121
